Material,Geometry,H_nm,Temperature_K,Energy_level,Frequency_THz,Kappa_unexcited_W_mK,Kappa_excited_W_mK,Ratio,Relative_change_percent
Si,Bulk,,300,E3,11.2,145.46,105.12,0.7226729,-27.732710000000004
Si,Bulk,,300,E1,11.6,145.46,130.99,0.9005225,-9.94775
Si,Bulk,,300,E2,11.6,145.46,117.94,0.8108071,-18.91929
Si,Bulk,,300,E3,11.6,145.46,103.24,0.7097484,-29.025160000000007
Si,Bulk,,300,E1,12.0,145.46,136.64,0.9393648,-6.0635200000000005
Si,Bulk,,300,E2,12.0,145.46,127.7,0.8779046,-12.209539999999997
Si,Bulk,,300,E3,12.0,145.46,116.04,0.7977451,-20.22549
Si,Bulk,,300,E1,12.4,145.46,135.66,0.9326275,-6.737249999999994
Si,Bulk,,300,E2,12.4,145.46,126.33,0.8684862,-13.151380000000001
Si,Bulk,,300,E3,12.4,145.46,114.05,0.7840643,-21.593569999999996
Si,Bulk,,300,E1,12.8,145.46,132.26,0.9092534,-9.074660000000002
Si,Bulk,,300,E2,12.8,145.46,123.4,0.8483432,-15.165680000000004
Si,Bulk,,300,E3,12.8,145.46,111.88,0.7691462,-23.08538
Si,Bulk,,300,E1,13.2,145.46,128.02,0.8801045,-11.989550000000005
Si,Bulk,,300,E2,13.2,145.46,119.13,0.818988,-18.101199999999995
Si,Bulk,,300,E3,13.2,145.46,108.63,0.7468032,-25.319679999999998
Si,Bulk,,300,E1,13.6,145.46,134.64,0.9256153,-7.438469999999997
Si,Bulk,,300,E2,13.6,145.46,128.67,0.8845731,-11.54269
Si,Bulk,,300,E3,13.6,145.46,120.76,0.8301939,-16.980609999999995
Si,Film,100.0,300,E1,0.8,42.35026872971173,45.25808887801134,1.068661197095535,6.866119709553509
Si,Film,100.0,300,E1,1.2,42.35026872971173,44.611542895529865,1.053394564748811,5.339456474881099
Si,Film,100.0,300,E1,1.6,42.35026872971173,44.162162396331624,1.0427835223002664,4.278352230026639
Si,Film,100.0,300,E1,2.0,42.35026872971173,43.53432185495276,1.0279585740718176,2.7958574071817566
Si,Film,100.0,300,E1,2.4,42.35026872971173,43.75254822905404,1.0331114663827037,3.311146638270368
Si,Film,100.0,300,E1,2.8,42.35026872971173,43.28331954199428,1.022031756592561,2.203175659256096
Si,Film,100.0,300,E1,3.2,42.35026872971173,42.61470640706869,1.006244061378799,0.6244061378799071
Si,Film,100.0,300,E1,3.6,42.35026872971173,42.65339894718589,1.007157692892312,0.7157692892312051
Si,Film,100.0,300,E1,4.0,42.35026872971173,42.43138881078539,1.0019154561117756,0.19154561117755708
Si,Film,100.0,300,E1,4.4,42.35026872971173,42.197627971148755,0.9963957546636325,-0.36042453363674953
Si,Film,100.0,300,E1,4.8,42.35026872971173,42.15916050647637,0.9954874377668049,-0.4512562233195072
Si,Film,100.0,300,E1,5.2,42.35026872971173,42.35415766493689,1.0000918278759925,0.009182787599248954
Si,Film,100.0,300,E1,5.6,42.35026872971173,42.35992665345035,1.00022804870024,0.022804870023995782
Si,Film,100.0,300,E1,6.0,42.35026872971173,42.335339412109086,0.999647479979456,-0.035252002054397824
Si,Film,100.0,300,E1,6.4,42.35026872971173,42.29184541125323,0.9986204734890498,-0.13795265109501909
Si,Film,100.0,300,E1,6.8,42.35026872971173,42.306730312826446,0.9989719447316107,-0.10280552683893385
Si,Film,100.0,300,E1,7.2,42.35026872971173,42.1236795832932,0.9946496408826904,-0.5350359117309633
Si,Film,100.0,300,E1,7.6,42.35026872971173,42.00956036774062,0.9919549893733713,-0.8045010626628657
Si,Film,100.0,300,E1,8.0,42.35026872971173,41.93149988499979,0.9901117783364113,-0.9888221663588714
Si,Film,100.0,300,E1,8.4,42.35026872971173,41.71017824242151,0.9848857986858264,-1.5114201314173625
Si,Film,100.0,300,E1,8.8,42.35026872971173,41.51772480418775,0.9803414724275435,-1.9658527572456452
Si,Film,100.0,300,E1,9.2,42.35026872971173,41.36262890614574,0.9766792548621281,-2.3320745137871857
Si,Film,100.0,300,E1,9.6,42.35026872971173,41.00318271483765,0.9681917953467671,-3.1808204653232863
Si,Film,100.0,300,E1,10.0,42.35026872971173,40.63035119896346,0.9593882735024625,-4.061172649753752
Si,Film,100.0,300,E1,10.4,42.35026872971173,40.80671016455209,0.9635525673990182,-3.644743260098182
Si,Film,100.0,300,E1,10.8,42.35026872971173,41.10596621410845,0.9706187811098749,-2.9381218890125127
Si,Film,100.0,300,E1,11.2,42.35026872971173,41.75266991848018,0.985889137680671,-1.411086231932901
Si,Film,100.0,300,E1,11.6,42.35026872971173,42.28714113251392,0.9985093932319368,-0.14906067680632296
Si,Film,100.0,300,E1,12.0,42.35026872971173,42.59392677981828,1.0057534003305062,0.5753400330506198
Si,Film,100.0,300,E1,12.4,42.35026872971173,42.671656287578,1.007588796187279,0.7588796187278923
Si,Film,100.0,300,E1,12.8,42.35026872971173,42.68086508364561,1.0078062398150012,0.780623981500117
Si,Film,100.0,300,E1,13.2,42.35026872971173,42.632340499039046,1.0066604481574264,0.6660448157426391
Si,Film,100.0,300,E1,13.6,42.35026872971173,42.6638487915006,1.0074044408971807,0.7404440897180731
Si,Film,100.0,300,E2,0.8,42.35026872971173,46.62078256235632,1.1008379394213506,10.083793942135056
Si,Film,100.0,300,E2,1.2,42.35026872971173,45.644572282323914,1.0777870755351546,7.778707553515463
Si,Film,100.0,300,E2,1.6,42.35026872971173,44.6940384238658,1.0553424987480597,5.534249874805974
Si,Film,100.0,300,E2,2.0,42.35026872971173,43.78304003165832,1.0338314571529836,3.3831457152983635
Si,Film,100.0,300,E2,2.4,42.35026872971173,44.14604257236107,1.0424028913278058,4.240289132780584
Si,Film,100.0,300,E2,2.8,42.35026872971173,43.459633615048475,1.0261949904596106,2.61949904596106
Si,Film,100.0,300,E2,3.2,42.35026872971173,42.362890151201114,1.00029802459035,0.029802459035010997
Si,Film,100.0,300,E2,3.6,42.35026872971173,42.3244989117435,0.9993915075691089,-0.06084924308911166
Si,Film,100.0,300,E2,4.0,42.35026872971173,41.878429134149314,0.9888586398689984,-1.1141360131001643
Si,Film,100.0,300,E2,4.4,42.35026872971173,41.50328319174398,0.9800004683943475,-1.9999531605652487
Si,Film,100.0,300,E2,4.8,42.35026872971173,41.459284683777874,0.9789615491788186,-2.1038450821181387
Si,Film,100.0,300,E2,5.2,42.35026872971173,41.779519373350254,0.9865231231470073,-1.3476876852992703
Si,Film,100.0,300,E2,5.6,42.35026872971173,41.86331900194137,0.9885018503453148,-1.1498149654685208
Si,Film,100.0,300,E2,6.0,42.35026872971173,41.82206682775985,0.9875277792137996,-1.247222078620036
Si,Film,100.0,300,E2,6.4,42.35026872971173,41.71606054774986,0.9850246952148163,-1.4975304785183718
Si,Film,100.0,300,E2,6.8,42.35026872971173,41.637313091033846,0.9831652629354464,-1.6834737064553629
Si,Film,100.0,300,E2,7.2,42.35026872971173,41.17654507028762,0.9722853314836073,-2.7714668516392704
Si,Film,100.0,300,E2,7.6,42.35026872971173,40.864746134207394,0.9649229475972101,-3.507705240278991
Si,Film,100.0,300,E2,8.0,42.35026872971173,40.510672911312945,0.9565623578414704,-4.343764215852963
Si,Film,100.0,300,E2,8.4,42.35026872971173,40.19411018236999,0.9490874884147066,-5.091251158529342
Si,Film,100.0,300,E2,8.8,42.35026872971173,39.78315627070644,0.9393837976474451,-6.061620235255494
Si,Film,100.0,300,E2,9.2,42.35026872971173,39.63759758785347,0.9359467785394446,-6.4053221460555365
Si,Film,100.0,300,E2,9.6,42.35026872971173,39.09227773475106,0.9230703584018829,-7.6929641598117104
Si,Film,100.0,300,E2,10.0,42.35026872971173,38.80658986636875,0.9163245247401032,-8.367547525989682
Si,Film,100.0,300,E2,10.4,42.35026872971173,39.03650380572554,0.9217533908666475,-7.824660913335246
Si,Film,100.0,300,E2,10.8,42.35026872971173,39.59804027145498,0.9350127274086016,-6.4987272591398355
Si,Film,100.0,300,E2,11.2,42.35026872971173,40.66679352690008,0.9602487716534707,-3.9751228346529333
Si,Film,100.0,300,E2,11.6,42.35026872971173,41.65586597960635,0.9836033448916888,-1.639665510831123
Si,Film,100.0,300,E2,12.0,42.35026872971173,42.23728422280503,0.9973321419132476,-0.2667858086752406
Si,Film,100.0,300,E2,12.4,42.35026872971173,42.4071154335902,1.0013422985398577,0.1342298539857678
Si,Film,100.0,300,E2,12.8,42.35026872971173,42.37757333725297,1.0006447328047787,0.06447328047787249
Si,Film,100.0,300,E2,13.2,42.35026872971173,42.26778692339249,0.998052390013257,-0.19476099867430374
Si,Film,100.0,300,E2,13.6,42.35026872971173,42.212450020337144,0.9967457417979052,-0.3254258202094795
Si,Film,100.0,300,E3,0.8,42.35026872971173,47.815558865192365,1.1290497156077393,12.904971560773927
Si,Film,100.0,300,E3,1.2,42.35026872971173,46.61359216263053,1.1006681553812143,10.066815538121432
Si,Film,100.0,300,E3,1.6,42.35026872971173,44.675446206995474,1.054903488148411,5.490348814841095
Si,Film,100.0,300,E3,2.0,42.35026872971173,43.65490666810122,1.030805895157737,3.0805895157737018
Si,Film,100.0,300,E3,2.4,42.35026872971173,44.35993352563657,1.047453413076336,4.745341307633599
Si,Film,100.0,300,E3,2.8,42.35026872971173,43.3884457863638,1.0245140606610537,2.451406066105366
Si,Film,100.0,300,E3,3.2,42.35026872971173,41.64076439112407,0.9832467571075909,-1.6753242892409093
Si,Film,100.0,300,E3,3.6,42.35026872971173,41.65006299687831,0.9834663213756145,-1.6533678624385484
Si,Film,100.0,300,E3,4.0,42.35026872971173,40.94047469065535,0.9667110957889316,-3.328890421106845
Si,Film,100.0,300,E3,4.4,42.35026872971173,40.27726086400139,0.9510508922873498,-4.894910771265016
Si,Film,100.0,300,E3,4.8,42.35026872971173,40.182788910781206,0.9488201637452685,-5.117983625473155
Si,Film,100.0,300,E3,5.2,42.35026872971173,40.777331338236706,0.962858856893829,-3.7141143106171004
Si,Film,100.0,300,E3,5.6,42.35026872971173,40.88357321466575,0.965367503937065,-3.4632496062934948
Si,Film,100.0,300,E3,6.0,42.35026872971173,40.82964743191242,0.9640941759424425,-3.590582405755749
Si,Film,100.0,300,E3,6.4,42.35026872971173,40.67236043462011,0.9603802208245624,-3.9619779175437575
Si,Film,100.0,300,E3,6.8,42.35026872971173,40.36557629049413,0.9531362492199443,-4.686375078005566
Si,Film,100.0,300,E3,7.2,42.35026872971173,39.39070642468077,0.9301170359999483,-6.988296400005167
Si,Film,100.0,300,E3,7.6,42.35026872971173,38.7613980119105,0.9152574275099374,-8.474257249006257
Si,Film,100.0,300,E3,8.0,42.35026872971173,38.05674397862732,0.8986187129416678,-10.138128705833216
Si,Film,100.0,300,E3,8.4,42.35026872971173,37.55623650219892,0.8868004295767442,-11.31995704232558
Si,Film,100.0,300,E3,8.8,42.35026872971173,36.84877940762072,0.8700955274403884,-12.990447255961158
Si,Film,100.0,300,E3,9.2,42.35026872971173,36.55110037258106,0.8630665511441693,-13.69334488558307
Si,Film,100.0,300,E3,9.6,42.35026872971173,35.78368061123495,0.8449457744793517,-15.505422552064829
Si,Film,100.0,300,E3,10.0,42.35026872971173,35.71547210502911,0.8433351942338954,-15.666480576610464
Si,Film,100.0,300,E3,10.4,42.35026872971173,36.141036360935615,0.8533838732310123,-14.661612676898772
Si,Film,100.0,300,E3,10.8,42.35026872971173,37.09726592302962,0.875962940395777,-12.403705960422295
Si,Film,100.0,300,E3,11.2,42.35026872971173,38.89983465542111,0.9185262767442631,-8.147372325573688
Si,Film,100.0,300,E3,11.6,42.35026872971173,40.54331602309544,0.9573331466171174,-4.266685338288257
Si,Film,100.0,300,E3,12.0,42.35026872971173,41.53739565246233,0.9808059523202244,-1.9194047679775617
Si,Film,100.0,300,E3,12.4,42.35026872971173,41.83772445148012,0.9878974964361437,-1.2102503563856337
Si,Film,100.0,300,E3,12.8,42.35026872971173,41.78390351410621,0.9866266441136375,-1.337335588636246
Si,Film,100.0,300,E3,13.2,42.35026872971173,41.4318797996474,0.9783144485829434,-2.1685551417056637
Si,Film,100.0,300,E3,13.6,42.35026872971173,41.27279046032692,0.974557935481791,-2.544206451820896
SiC,Bulk,,300,E1,2.0,451.3,445.98,0.9882118,-1.1788200000000026
SiC,Bulk,,300,E2,2.0,451.3,440.76,0.9766452,-2.335480000000001
SiC,Bulk,,300,E3,2.0,451.3,431.08,0.9551961,-4.480390000000001
SiC,Bulk,,300,E1,2.5,451.3,445.62,0.9874141,-1.2585900000000039
SiC,Bulk,,300,E2,2.5,451.3,440.04,0.9750499,-2.4950099999999975
SiC,Bulk,,300,E3,2.5,451.3,429.59,0.9518945,-4.810550000000003
SiC,Bulk,,300,E1,3.0,451.3,450.65,0.9985597,-0.144029999999995
SiC,Bulk,,300,E2,3.0,451.3,450.01,0.9971416,-0.28584000000000387
SiC,Bulk,,300,E3,3.0,451.3,448.72,0.9942832,-0.5716799999999966
SiC,Bulk,,300,E1,3.5,451.3,437.1,0.9685353,-3.146470000000001
SiC,Bulk,,300,E2,3.5,451.3,423.85,0.9391757,-6.082430000000006
SiC,Bulk,,300,E3,3.5,451.3,401.8,0.8903169,-10.968310000000002
SiC,Bulk,,300,E1,4.0,451.3,438.39,0.9713938,-2.8606200000000026
SiC,Bulk,,300,E2,4.0,451.3,427.25,0.9467095,-5.329050000000002
SiC,Bulk,,300,E3,4.0,451.3,409.94,0.9083536,-9.164640000000002
SiC,Bulk,,300,E1,4.5,451.3,427.7,0.9477066,-5.229340000000004
SiC,Bulk,,300,E2,4.5,451.3,407.66,0.9033016,-9.669839999999997
SiC,Bulk,,300,E3,4.5,451.3,375.84,0.8327942,-16.720579999999995
SiC,Bulk,,300,E1,5.0,451.3,435.85,0.9657656,-3.42344
SiC,Bulk,,300,E2,5.0,451.3,419.61,0.9297806,-7.021940000000004
SiC,Bulk,,300,E3,5.0,451.3,393.49,0.8719034,-12.809660000000001
SiC,Bulk,,300,E1,5.5,451.3,438.11,0.9707733,-2.922670000000005
SiC,Bulk,,300,E2,5.5,451.3,425.77,0.9434301,-5.656989999999995
SiC,Bulk,,300,E3,5.5,451.3,404.59,0.896499,-10.350099999999996
SiC,Bulk,,300,E1,6.0,451.3,432.64,0.9586528,-4.134720000000003
SiC,Bulk,,300,E2,6.0,451.3,416.05,0.9218923,-7.81077
SiC,Bulk,,300,E3,6.0,451.3,388.35,0.8605141,-13.948590000000005
SiC,Bulk,,300,E1,6.5,451.3,447.4,0.9913583,-0.8641699999999974
SiC,Bulk,,300,E2,6.5,451.3,441.79,0.9789275,-2.107250000000005
SiC,Bulk,,300,E3,6.5,451.3,430.79,0.9545535,-4.5446499999999945
SiC,Bulk,,300,E1,7.0,451.3,420.59,0.9319521,-6.804790000000005
SiC,Bulk,,300,E2,7.0,451.3,394.87,0.8749612,-12.50388
SiC,Bulk,,300,E3,7.0,451.3,356.97,0.7909816,-20.901840000000004
SiC,Bulk,,300,E1,7.5,451.3,445.86,0.9879459,-1.2054099999999957
SiC,Bulk,,300,E2,7.5,451.3,439.43,0.9736982,-2.630180000000004
SiC,Bulk,,300,E3,7.5,451.3,425.09,0.9419233,-5.807669999999998
SiC,Bulk,,300,E1,8.0,451.3,438.8,0.9723022,-2.7697799999999995
SiC,Bulk,,300,E2,8.0,451.3,427.68,0.9476623,-5.233770000000004
SiC,Bulk,,300,E3,8.0,451.3,408.52,0.9052072,-9.479280000000001
SiC,Bulk,,300,E1,8.5,451.3,443.18,0.9820075,-1.7992499999999967
SiC,Bulk,,300,E2,8.5,451.3,432.41,0.9581431,-4.1856899999999975
SiC,Bulk,,300,E3,8.5,451.3,413.16,0.9154886,-8.451140000000002
SiC,Bulk,,300,E1,9.0,451.3,439.06,0.9728784,-2.712159999999997
SiC,Bulk,,300,E2,9.0,451.3,424.49,0.9405938,-5.9406199999999965
SiC,Bulk,,300,E3,9.0,451.3,400.55,0.8875471,-11.245289999999997
SiC,Bulk,,300,E1,9.5,451.3,443.54,0.9828052,-1.7194799999999955
SiC,Bulk,,300,E2,9.5,451.3,435.31,0.964569,-3.543099999999999
SiC,Bulk,,300,E3,9.5,451.3,420.88,0.9325947,-6.74053
SiC,Bulk,,300,E1,10.0,451.3,446.92,0.9902947,-0.9705300000000028
SiC,Bulk,,300,E2,10.0,451.3,440.7,0.9765123,-2.34877
SiC,Bulk,,300,E3,10.0,451.3,426.49,0.9450255,-5.497450000000004
SiC,Bulk,,300,E1,10.5,451.3,446.93,0.9903169,-0.9683099999999945
SiC,Bulk,,300,E2,10.5,451.3,439.59,0.9740527,-2.5947300000000006
SiC,Bulk,,300,E3,10.5,451.3,424.4,0.9403944,-5.960560000000004
SiC,Bulk,,300,E1,11.0,451.3,446.99,0.9904498,-0.9550199999999953
SiC,Bulk,,300,E2,11.0,451.3,439.99,0.9749391,-2.5060900000000053
SiC,Bulk,,300,E3,11.0,451.3,423.42,0.9382229,-6.177710000000003
SiC,Bulk,,300,E1,11.5,451.3,443.57,0.9828717,-1.7128299999999985
SiC,Bulk,,300,E2,11.5,451.3,432.21,0.9577,-4.23
SiC,Bulk,,300,E3,11.5,451.3,411.79,0.9124529,-8.75471
SiC,Bulk,,300,E1,12.0,451.3,442.5,0.9805008,-1.949920000000005
SiC,Bulk,,300,E2,12.0,451.3,428.3,0.9490361,-5.096389999999995
SiC,Bulk,,300,E3,12.0,451.3,400.89,0.8883005,-11.169949999999995
SiC,Bulk,,300,E1,12.5,451.3,442.17,0.9797696,-2.023039999999998
SiC,Bulk,,300,E2,12.5,451.3,429.56,0.9518281,-4.8171900000000045
SiC,Bulk,,300,E3,12.5,451.3,406.68,0.9011301,-9.886989999999996
SiC,Bulk,,300,E1,13.0,451.3,435.72,0.9654775,-3.452250000000001
SiC,Bulk,,300,E2,13.0,451.3,415.11,0.9198094,-8.01906
SiC,Bulk,,300,E3,13.0,451.3,380.68,0.8435187,-15.648130000000005
SiC,Bulk,,300,E1,13.5,451.3,435.88,0.965832,-3.4167999999999976
SiC,Bulk,,300,E2,13.5,451.3,418.65,0.9276534,-7.234660000000003
SiC,Bulk,,300,E3,13.5,451.3,390.27,0.8647684,-13.52316
SiC,Bulk,,300,E1,14.0,451.3,427.92,0.9481941,-5.180589999999996
SiC,Bulk,,300,E2,14.0,451.3,406.19,0.9000443,-9.995569999999997
SiC,Bulk,,300,E3,14.0,451.3,373.9,0.8284955,-17.150449999999996
SiC,Bulk,,300,E1,14.5,451.3,432.73,0.9588522,-4.114779999999996
SiC,Bulk,,300,E2,14.5,451.3,414.8,0.9191225,-8.087750000000005
SiC,Bulk,,300,E3,14.5,451.3,387.52,0.8586749,-14.132509999999998
SiC,Bulk,,300,E1,15.0,451.3,414.42,0.9182805,-8.171949999999995
SiC,Bulk,,300,E2,15.0,451.3,382.16,0.8467981,-15.32019
SiC,Bulk,,300,E3,15.0,451.3,337.38,0.7475737,-25.24263
SiC,Bulk,,300,E1,15.5,451.3,442.95,0.9814979,-1.8502099999999966
SiC,Bulk,,300,E2,15.5,451.3,432.83,0.9590738,-4.092620000000002
SiC,Bulk,,300,E3,15.5,451.3,413.12,0.9154,-8.46
SiC,Bulk,,300,E1,16.0,451.3,442.11,0.9796366,-2.036340000000003
SiC,Bulk,,300,E2,16.0,451.3,426.24,0.9444715,-5.552849999999998
SiC,Bulk,,300,E3,16.0,451.3,394.61,0.8743851,-12.561489999999997
SiC,Bulk,,300,E1,16.5,451.3,439.42,0.973676,-2.6324000000000014
SiC,Bulk,,300,E2,16.5,451.3,427.09,0.946355,-5.364500000000005
SiC,Bulk,,300,E3,16.5,451.3,404.8,0.8969643,-10.303569999999995
SiC,Bulk,,300,E1,17.0,451.3,432.72,0.95883,-4.117000000000004
SiC,Bulk,,300,E2,17.0,451.3,416.73,0.9233991,-7.660089999999997
SiC,Bulk,,300,E3,17.0,451.3,391.93,0.8684467,-13.15533
SiC,Bulk,,300,E1,17.5,451.3,421.4,0.933747,-6.625300000000001
SiC,Bulk,,300,E2,17.5,451.3,401.14,0.8888544,-11.114559999999996
SiC,Bulk,,300,E3,17.5,451.3,373.81,0.828296,-17.170399999999997
SiC,Bulk,,300,E1,18.0,451.3,418.9,0.9282074,-7.179259999999998
SiC,Bulk,,300,E2,18.0,451.3,400.12,0.8865943,-11.340570000000005
SiC,Bulk,,300,E3,18.0,451.3,375.76,0.8326169,-16.738310000000002
SiC,Bulk,,300,E1,24.0,451.3,431.72,0.9566142,-4.338580000000003
SiC,Bulk,,300,E2,24.0,451.3,416.66,0.923244,-7.675600000000005
SiC,Bulk,,300,E3,24.0,451.3,395.53,0.8764237,-12.357629999999997
SiC,Bulk,,300,E1,24.5,451.3,431.45,0.956016,-4.398400000000002
SiC,Bulk,,300,E2,24.5,451.3,414.99,0.9195435,-8.045650000000004
SiC,Bulk,,300,E3,24.5,451.3,393.09,0.8710171,-12.898290000000001
SiC,Bulk,,300,E1,25.0,451.3,442.6,0.9807224,-1.9277600000000006
SiC,Bulk,,300,E2,25.0,451.3,430.5,0.9539109,-4.60891
SiC,Bulk,,300,E3,25.0,451.3,414.01,0.917372,-8.262800000000004
SiC,Bulk,,300,E1,25.5,451.3,453.55,1.004986,0.4985999999999935
SiC,Bulk,,300,E2,25.5,451.3,444.84,0.9856858,-1.4314200000000055
SiC,Bulk,,300,E3,25.5,451.3,426.61,0.9452914,-5.47086
SiC,Bulk,,300,E1,26.0,451.3,439.68,0.9742522,-2.5747799999999987
SiC,Bulk,,300,E2,26.0,451.3,425.27,0.9423222,-5.76778
SiC,Bulk,,300,E3,26.0,451.3,405.53,0.8985819,-10.141809999999996
SiC,Bulk,,300,E1,26.5,451.3,442.68,0.9808996,-1.9100400000000017
SiC,Bulk,,300,E2,26.5,451.3,431.88,0.9569688,-4.303120000000005
SiC,Bulk,,300,E3,26.5,451.3,418.04,0.9263018,-7.369820000000004
SiC,Bulk,,300,E1,27.0,451.3,435.59,0.9651895,-3.4810499999999966
SiC,Bulk,,300,E2,27.0,451.3,419.51,0.9295591,-7.044090000000002
SiC,Bulk,,300,E3,27.0,451.3,400.31,0.8870153,-11.298470000000005
SiC,Film,100.0,300,E1,2.0,119.87601563103668,134.7027258826764,1.12368370915225,12.368370915225002
SiC,Film,100.0,300,E1,2.5,119.87601563103668,131.7737345943415,1.0992502036431082,9.925020364310821
SiC,Film,100.0,300,E1,3.0,119.87601563103668,131.4389800752465,1.0964576974246387,9.645769742463873
SiC,Film,100.0,300,E1,3.5,119.87601563103668,132.77996722119238,1.1076441481828396,10.764414818283964
SiC,Film,100.0,300,E1,4.0,119.87601563103668,132.54905469657757,1.1057178869253288,10.57178869253288
SiC,Film,100.0,300,E1,4.5,119.87601563103668,124.6885769861808,1.0401461570924795,4.014615709247948
SiC,Film,100.0,300,E1,5.0,119.87601563103668,129.3750526318879,1.079240513215655,7.924051321565506
SiC,Film,100.0,300,E1,5.5,119.87601563103668,126.45553292313106,1.0548860191712186,5.48860191712186
SiC,Film,100.0,300,E1,6.0,119.87601563103668,125.73066555325018,1.0488392101738964,4.883921017389636
SiC,Film,100.0,300,E1,6.5,119.87601563103668,124.01032842638142,1.0344882399834645,3.448823998346451
SiC,Film,100.0,300,E1,7.0,119.87601563103668,123.6733700156212,1.0316773490059288,3.167734900592878
SiC,Film,100.0,300,E1,7.5,119.87601563103668,126.20493211581407,1.052795519199245,5.279551919924508
SiC,Film,100.0,300,E1,8.0,119.87601563103668,122.60159877870824,1.0227366845096066,2.273668450960664
SiC,Film,100.0,300,E1,8.5,119.87601563103668,123.61627635255488,1.0312010763940491,3.120107639404912
SiC,Film,100.0,300,E1,9.0,119.87601563103668,123.58923937669331,1.0309755352320473,3.0975535232047324
SiC,Film,100.0,300,E1,9.5,119.87601563103668,122.58622124340847,1.022608405844197,2.26084058441971
SiC,Film,100.0,300,E1,10.0,119.87601563103668,122.29750034434112,1.0201999098865402,2.019990988654019
SiC,Film,100.0,300,E1,10.5,119.87601563103668,121.50439596856728,1.0135838710434166,1.3583871043416629
SiC,Film,100.0,300,E1,11.0,119.87601563103668,120.743847317121,1.0072394104985554,0.7239410498555365
SiC,Film,100.0,300,E1,11.5,119.87601563103668,119.34268738477314,0.995551001228594,-0.4448998771406032
SiC,Film,100.0,300,E1,12.0,119.87601563103668,118.07183546695036,0.9849496151954252,-1.5050384804574768
SiC,Film,100.0,300,E1,12.5,119.87601563103668,118.22492676251022,0.986226695475029,-1.3773304524971053
SiC,Film,100.0,300,E1,13.0,119.87601563103668,116.02763187961396,0.9678969664518418,-3.2103033548158244
SiC,Film,100.0,300,E1,13.5,119.87601563103668,118.22585327507176,0.9862344243985893,-1.3765575601410673
SiC,Film,100.0,300,E1,14.0,119.87601563103668,115.09467339199746,0.9601142712837938,-3.9885728716206215
SiC,Film,100.0,300,E1,14.5,119.87601563103668,115.96530543794204,0.9673770422506257,-3.2622957749374293
SiC,Film,100.0,300,E1,15.0,119.87601563103668,113.63218783204276,0.9479142865557725,-5.208571344422753
SiC,Film,100.0,300,E1,15.5,119.87601563103668,118.77485350330954,0.9908141580955078,-0.9185841904492231
SiC,Film,100.0,300,E1,16.0,119.87601563103668,118.3511871321268,0.9872799534512132,-1.2720046548786779
SiC,Film,100.0,300,E1,16.5,119.87601563103668,118.75195217832548,0.990623116335707,-0.9376883664293012
SiC,Film,100.0,300,E1,17.0,119.87601563103668,118.3738175337584,0.9874687351813406,-1.2531264818659404
SiC,Film,100.0,300,E1,17.5,119.87601563103668,118.24754391212812,0.9864153666574906,-1.3584633342509367
SiC,Film,100.0,300,E1,18.0,119.87601563103668,119.0515050933262,0.9931219724532034,-0.6878027546796561
SiC,Film,100.0,300,E1,24.0,119.87601563103668,122.01783964123078,1.01786699365106,1.7866993651060037
SiC,Film,100.0,300,E1,24.5,119.87601563103668,122.0032246957961,1.017745076473902,1.7745076473902
SiC,Film,100.0,300,E1,25.0,119.87601563103668,123.009612296271,1.026140313796207,2.614031379620707
SiC,Film,100.0,300,E1,25.5,119.87601563103668,123.46466399096066,1.0299363333109885,2.993633331098855
SiC,Film,100.0,300,E1,26.0,119.87601563103668,122.18456268694838,1.0192577893397552,1.9257789339755194
SiC,Film,100.0,300,E1,26.5,119.87601563103668,121.6400012093869,1.0147150834890903,1.4715083489090341
SiC,Film,100.0,300,E1,27.0,119.87601563103668,121.89109554030888,1.016809700411418,1.680970041141805
SiC,Film,100.0,300,E2,2.0,119.87601563103668,139.93766608691146,1.1673533304411954,16.73533304411954
SiC,Film,100.0,300,E2,2.5,119.87601563103668,135.91516716330088,1.133797836438197,13.37978364381971
SiC,Film,100.0,300,E2,3.0,119.87601563103668,135.88424347116134,1.1335398724745405,13.353987247454047
SiC,Film,100.0,300,E2,3.5,119.87601563103668,135.783522104299,1.132699659640204,13.269965964020392
SiC,Film,100.0,300,E2,4.0,119.87601563103668,135.45761128585983,1.129980927150443,12.998092715044308
SiC,Film,100.0,300,E2,4.5,119.87601563103668,122.61367875082333,1.0228374550603418,2.283745506034185
SiC,Film,100.0,300,E2,5.0,119.87601563103668,130.56377065295797,1.0891567422028512,8.91567422028512
SiC,Film,100.0,300,E2,5.5,119.87601563103668,126.35813674349816,1.054073544890019,5.407354489001892
SiC,Film,100.0,300,E2,6.0,119.87601563103668,125.5655639530849,1.0474619405065977,4.746194050659769
SiC,Film,100.0,300,E2,6.5,119.87601563103668,123.79553713911888,1.032696461318384,3.2696461318383996
SiC,Film,100.0,300,E2,7.0,119.87601563103668,122.65203694021837,1.0231574372452112,2.3157437245211243
SiC,Film,100.0,300,E2,7.5,119.87601563103668,126.74127587366765,1.057269673224387,5.726967322438692
SiC,Film,100.0,300,E2,8.0,119.87601563103668,121.64664145547096,1.0147704761049452,1.4770476104945196
SiC,Film,100.0,300,E2,8.5,119.87601563103668,123.27696877069344,1.0283705887433268,2.8370588743326763
