Material,Size_Lx_A,H_nm,Average_MFP_nm,Knudsen_number,Frequency_THz,Debye_frequency_THz,Normalized_frequency,Kappa_unexcited_W_mK,Kappa_excited_W_mK,Ratio_raw,Ratio_plotted,Relative_change_plotted_percent,Was_overridden_in_plot
Ge,5000,500.0,37.734179,0.075468358,0.8,7.5,0.10666666666666667,34.19526488797016,35.57773929801028,1.040428825878944,1.040428825878944,4.042882587894403,False
Ge,5000,500.0,37.734179,0.075468358,1.0,7.5,0.13333333333333333,34.19526488797016,34.7637644475752,1.0166250959443521,1.0166250959443521,1.662509594435213,False
Ge,5000,500.0,37.734179,0.075468358,1.2,7.5,0.16,34.19526488797016,34.382790383474145,1.005483960896877,1.005483960896877,0.5483960896877083,False
Ge,5000,500.0,37.734179,0.075468358,1.4,7.5,0.18666666666666665,34.19526488797016,34.023877426536316,0.9949879767858111,0.9949879767858111,-0.5012023214188921,False
Ge,5000,500.0,37.734179,0.075468358,1.6,7.5,0.21333333333333335,34.19526488797016,33.621900736695935,0.9832326448368606,0.9832326448368606,-1.676735516313943,False
Ge,5000,500.0,37.734179,0.075468358,1.8,7.5,0.24000000000000002,34.19526488797016,33.424172483238664,0.9774503163739853,0.9774503163739853,-2.2549683626014727,False
Ge,5000,500.0,37.734179,0.075468358,2.0,7.5,0.26666666666666666,34.19526488797016,33.471240417894634,0.978826762347139,0.978826762347139,-2.1173237652861054,False
Ge,5000,500.0,37.734179,0.075468358,2.2,7.5,0.29333333333333333,34.19526488797016,33.31328875222332,0.9742076530585053,0.9742076530585053,-2.579234694149468,False
Ge,5000,500.0,37.734179,0.075468358,2.4,7.5,0.32,34.19526488797016,33.37359306493048,0.9759711812225574,0.9759711812225574,-2.402881877744256,False
Ge,5000,500.0,37.734179,0.075468358,2.6,7.5,0.3466666666666667,34.19526488797016,33.41407329852762,0.9771549776847214,0.9771549776847214,-2.284502231527863,False
Ge,5000,500.0,37.734179,0.075468358,2.8,7.5,0.3733333333333333,34.19526488797016,33.49154795300303,0.9794206321468005,0.9794206321468005,-2.057936785319947,False
Ge,5000,500.0,37.734179,0.075468358,3.0,7.5,0.4,34.19526488797016,33.42825134652975,0.977569597897449,0.977569597897449,-2.2430402102550984,False
Ge,5000,500.0,37.734179,0.075468358,3.2,7.5,0.4266666666666667,34.19526488797016,33.52240779531726,0.9803230916661325,0.9803230916661325,-1.9676908333867482,False
Ge,5000,500.0,37.734179,0.075468358,3.4,7.5,0.4533333333333333,34.19526488797016,33.23667264656277,0.9719671058391298,0.9719671058391298,-2.803289416087018,False
Ge,5000,500.0,37.734179,0.075468358,3.6,7.5,0.48000000000000004,34.19526488797016,32.867247481122064,0.9611637046474439,0.9611637046474439,-3.883629535255606,False
Ge,5000,500.0,37.734179,0.075468358,3.8,7.5,0.5066666666666666,34.19526488797016,32.944028495120705,0.9634090744157493,0.9634090744157493,-3.65909255842507,False
Ge,5000,500.0,37.734179,0.075468358,4.0,7.5,0.5333333333333333,34.19526488797016,32.81291521775056,0.9595748219892891,0.9595748219892891,-4.042517801071089,False
Ge,5000,500.0,37.734179,0.075468358,4.2,7.5,0.56,34.19526488797016,32.6618040007491,0.9551557535160218,0.9551557535160218,-4.484424648397822,False
Ge,5000,500.0,37.734179,0.075468358,4.4,7.5,0.5866666666666667,34.19526488797016,32.521340467736174,0.9510480639434125,0.9510480639434125,-4.895193605658754,False
Ge,5000,500.0,37.734179,0.075468358,4.6,7.5,0.6133333333333333,34.19526488797016,32.41791189726341,0.9480234179635783,0.9480234179635783,-5.197658203642175,False
Ge,5000,500.0,37.734179,0.075468358,4.8,7.5,0.64,34.19526488797016,32.27322618874432,0.9437922558716013,0.9437922558716013,-5.620774412839868,False
Ge,5000,500.0,37.734179,0.075468358,5.0,7.5,0.6666666666666666,34.19526488797016,31.895293219037196,0.9327400540259569,0.9327400540259569,-6.725994597404306,False
Ge,5000,500.0,37.734179,0.075468358,5.2,7.5,0.6933333333333334,34.19526488797016,31.499847999546596,0.9211757271875438,0.9211757271875438,-7.882427281245619,False
Ge,5000,500.0,37.734179,0.075468358,5.4,7.5,0.7200000000000001,34.19526488797016,30.570168880401827,0.8939883630249743,0.8939883630249743,-10.60116369750257,False
Ge,5000,500.0,37.734179,0.075468358,5.6,7.5,0.7466666666666666,34.19526488797016,29.12781946641969,0.8518085636080804,0.8518085636080804,-14.819143639191957,False
Ge,5000,500.0,37.734179,0.075468358,5.8,7.5,0.7733333333333333,34.19526488797016,28.707126763664476,0.8395059040400531,0.8395059040400531,-16.04940959599469,False
Ge,5000,500.0,37.734179,0.075468358,6.0,7.5,0.8,34.19526488797016,28.84119858737154,0.8434266756482365,0.8434266756482365,-15.657332435176352,False
Ge,5000,500.0,37.734179,0.075468358,6.2,7.5,0.8266666666666667,34.19526488797016,29.5326171528301,0.863646392258819,0.863646392258819,-13.6353607741181,False
Ge,5000,500.0,37.734179,0.075468358,6.4,7.5,0.8533333333333334,34.19526488797016,31.09093796730118,0.9092176378560215,0.9092176378560215,-9.078236214397851,False
Ge,5000,500.0,37.734179,0.075468358,6.6,7.5,0.88,34.19526488797016,32.31083880427757,0.9448921922416361,0.9448921922416361,-5.510780775836388,False
Ge,5000,500.0,37.734179,0.075468358,6.8,7.5,0.9066666666666666,34.19526488797016,33.03666254204124,0.966118047345891,0.966118047345891,-3.388195265410898,False
Ge,5000,500.0,37.734179,0.075468358,7.0,7.5,0.9333333333333333,34.19526488797016,33.6313334038195,0.983508492009107,0.983508492009107,-1.649150799089305,False
Ge,5000,500.0,37.734179,0.075468358,7.2,7.5,0.9600000000000001,34.19526488797016,33.60737290756456,0.9828077956895014,0.9828077956895014,-1.7192204310498616,False
Ge,5000,500.0,37.734179,0.075468358,7.4,7.5,0.9866666666666667,34.19526488797016,33.717454840702665,0.9860270113761982,0.9860270113761982,-1.3972988623801808,False
Ge,10000,1000.0,37.734179,0.037734179,0.4,7.5,0.05333333333333334,39.77358234416101,40.90202186230789,1.0283715836401783,1.0283715836401783,2.8371583640178333,False
Ge,10000,1000.0,37.734179,0.037734179,0.6,7.5,0.08,39.77358234416101,40.76657908646603,1.0249662384874618,1.0249662384874618,2.4966238487461823,False
Ge,10000,1000.0,37.734179,0.037734179,0.8,7.5,0.10666666666666667,39.77358234416101,40.62277244898165,1.021350606477249,1.021350606477249,2.135060647724907,False
Ge,10000,1000.0,37.734179,0.037734179,1.0,7.5,0.13333333333333333,39.77358234416101,39.64015808172094,0.9966454049503124,0.9966454049503124,-0.3354595049687603,False
Ge,10000,1000.0,37.734179,0.037734179,1.2,7.5,0.16,39.77358234416101,39.30302177413611,0.9881690171643799,0.9881690171643799,-1.1830982835620119,False
Ge,10000,1000.0,37.734179,0.037734179,1.4,7.5,0.18666666666666665,39.77358234416101,39.126311667794845,0.9837261157226089,0.9837261157226089,-1.627388427739107,False
Ge,10000,1000.0,37.734179,0.037734179,1.6,7.5,0.21333333333333335,39.77358234416101,38.8160042056278,0.9759242672624437,0.9759242672624437,-2.4075732737556255,False
Ge,10000,1000.0,37.734179,0.037734179,1.8,7.5,0.24000000000000002,39.77358234416101,38.67401115994839,0.9723542331515924,0.9723542331515924,-2.7645766848407582,False
Ge,10000,1000.0,37.734179,0.037734179,2.0,7.5,0.26666666666666666,39.77358234416101,38.68218320980047,0.9725596974163239,0.9725596974163239,-2.7440302583676135,False
Ge,10000,1000.0,37.734179,0.037734179,2.2,7.5,0.29333333333333333,39.77358234416101,38.76444511968244,0.9746279523994974,0.9746279523994974,-2.53720476005026,False
Ge,10000,1000.0,37.734179,0.037734179,2.4,7.5,0.32,39.77358234416101,38.84913255325482,0.9767571906672394,0.9767571906672394,-2.3242809332760572,False
Ge,10000,1000.0,37.734179,0.037734179,2.6,7.5,0.3466666666666667,39.77358234416101,38.8405689947131,0.9765418829670777,0.9765418829670777,-2.345811703292233,False
Ge,10000,1000.0,37.734179,0.037734179,2.8,7.5,0.3733333333333333,39.77358234416101,38.946807545580825,0.9792129662491527,0.9792129662491527,-2.078703375084734,False
Ge,10000,1000.0,37.734179,0.037734179,3.0,7.5,0.4,39.77358234416101,38.9615885442144,0.979584594796606,0.979584594796606,-2.041540520339402,False
Ge,10000,1000.0,37.734179,0.037734179,3.2,7.5,0.4266666666666667,39.77358234416101,39.03634957138519,0.9814642602118024,0.9814642602118024,-1.8535739788197558,False
Ge,10000,1000.0,37.734179,0.037734179,3.4,7.5,0.4533333333333333,39.77358234416101,38.5959368560869,0.9703912642848227,0.9703912642848227,-2.9608735715177303,False
Ge,10000,1000.0,37.734179,0.037734179,3.6,7.5,0.48000000000000004,39.77358234416101,38.01689143476621,0.9558327209705643,0.9558327209705643,-4.416727902943574,False
Ge,10000,1000.0,37.734179,0.037734179,3.8,7.5,0.5066666666666666,39.77358234416101,38.09401575618934,0.9577718050780951,0.9577718050780951,-4.222819492190489,False
Ge,10000,1000.0,37.734179,0.037734179,4.0,7.5,0.5333333333333333,39.77358234416101,38.02755198064411,0.9561007517902591,0.9561007517902591,-4.389924820974089,False
Ge,10000,1000.0,37.734179,0.037734179,4.2,7.5,0.56,39.77358234416101,37.99360147541768,0.9552471574387957,0.9552471574387957,-4.4752842561204265,False
Ge,10000,1000.0,37.734179,0.037734179,4.4,7.5,0.5866666666666667,39.77358234416101,37.79908051061589,0.9503564497545194,0.9503564497545194,-4.964355024548062,False
Ge,10000,1000.0,37.734179,0.037734179,4.6,7.5,0.6133333333333333,39.77358234416101,37.47994861723222,0.942332734650805,0.942332734650805,-5.766726534919497,False
Ge,10000,1000.0,37.734179,0.037734179,4.8,7.5,0.64,39.77358234416101,37.25003346779576,0.9365521351703006,0.9365521351703006,-6.344786482969944,False
Ge,10000,1000.0,37.734179,0.037734179,5.0,7.5,0.6666666666666666,39.77358234416101,36.67615325147301,0.9221234570754546,0.9221234570754546,-7.787654292454538,False
Ge,10000,1000.0,37.734179,0.037734179,5.2,7.5,0.6933333333333334,39.77358234416101,36.27152581931663,0.9119501860671975,0.9119501860671975,-8.804981393280254,False
Ge,10000,1000.0,37.734179,0.037734179,5.4,7.5,0.7200000000000001,39.77358234416101,35.051835383106805,0.8812843429541523,0.8812843429541523,-11.871565704584775,False
Ge,10000,1000.0,37.734179,0.037734179,5.6,7.5,0.7466666666666666,39.77358234416101,33.25484468999929,0.8361038340033078,0.8361038340033078,-16.38961659966922,False
Ge,10000,1000.0,37.734179,0.037734179,5.8,7.5,0.7733333333333333,39.77358234416101,32.91540869514495,0.8275696267519418,0.8275696267519418,-17.243037324805822,False
Ge,10000,1000.0,37.734179,0.037734179,6.0,7.5,0.8,39.77358234416101,33.04384266525525,0.8307987542918994,0.8307987542918994,-16.920124570810056,False
Ge,10000,1000.0,37.734179,0.037734179,6.2,7.5,0.8266666666666667,39.77358234416101,33.8295752528585,0.8505538917800014,0.8505538917800014,-14.94461082199986,False
Ge,10000,1000.0,37.734179,0.037734179,6.4,7.5,0.8533333333333334,39.77358234416101,35.48135071855521,0.8920833535067298,0.8920833535067298,-10.791664649327014,False
Ge,10000,1000.0,37.734179,0.037734179,6.6,7.5,0.88,39.77358234416101,36.86154867670461,0.9267847275546226,0.9267847275546226,-7.32152724453774,False
Ge,10000,1000.0,37.734179,0.037734179,6.8,7.5,0.9066666666666666,39.77358234416101,37.749975846666615,0.9491218447464924,0.9491218447464924,-5.087815525350758,False
Ge,10000,1000.0,37.734179,0.037734179,7.0,7.5,0.9333333333333333,39.77358234416101,38.50343702688676,0.9680656042927269,0.9680656042927269,-3.1934395707273078,False
Ge,10000,1000.0,37.734179,0.037734179,7.2,7.5,0.9600000000000001,39.77358234416101,38.57661553678657,0.9699054815576561,0.9699054815576561,-3.00945184423439,False
Ge,10000,1000.0,37.734179,0.037734179,7.4,7.5,0.9866666666666667,39.77358234416101,38.774120391356064,0.9748712111432007,0.9748712111432007,-2.5128788856799256,False
Ge,20000,2000.0,37.734179,0.0188670895,0.4,7.5,0.05333333333333334,44.7915880238732,44.15032867983941,0.9856834871830842,0.9856834871830842,-1.4316512816915816,False
Ge,20000,2000.0,37.734179,0.0188670895,0.6,7.5,0.08,44.7915880238732,44.56891362023249,0.9950286557484403,0.9950286557484403,-0.49713442515596507,False
Ge,20000,2000.0,37.734179,0.0188670895,0.8,7.5,0.10666666666666667,44.7915880238732,44.661517561942496,0.9970960962165176,0.9970960962165176,-0.29039037834823755,False
Ge,20000,2000.0,37.734179,0.0188670895,1.0,7.5,0.13333333333333333,44.7915880238732,43.728345852395435,0.9762624586806103,0.9762624586806103,-2.3737541319389655,False
Ge,20000,2000.0,37.734179,0.0188670895,1.2,7.5,0.16,44.7915880238732,43.71257267024797,0.9759103126004345,0.9759103126004345,-2.408968739956552,False
Ge,20000,2000.0,37.734179,0.0188670895,1.4,7.5,0.18666666666666665,44.7915880238732,43.6551855991545,0.9746291106242311,0.9746291106242311,-2.5370889375768924,False
Ge,20000,2000.0,37.734179,0.0188670895,1.6,7.5,0.21333333333333335,44.7915880238732,43.41316770437216,0.9692259109284902,0.9692259109284902,-3.0774089071509803,False
Ge,20000,2000.0,37.734179,0.0188670895,1.8,7.5,0.24000000000000002,44.7915880238732,43.32601741817375,0.9672802267042122,0.9672802267042122,-3.271977329578779,False
Ge,20000,2000.0,37.734179,0.0188670895,2.0,7.5,0.26666666666666666,44.7915880238732,43.30331124067512,0.9667732972002498,0.9667732972002498,-3.322670279975015,False
Ge,20000,2000.0,37.734179,0.0188670895,2.2,7.5,0.29333333333333333,44.7915880238732,43.51039919356446,0.9713966642659356,0.9713966642659356,-2.8603335734064372,False
Ge,20000,2000.0,37.734179,0.0188670895,2.4,7.5,0.32,44.7915880238732,43.72258349728808,0.9761338105267586,0.9761338105267586,-2.3866189473241373,False
Ge,20000,2000.0,37.734179,0.0188670895,2.6,7.5,0.3466666666666667,44.7915880238732,43.83068793123219,0.9785473091034668,0.9785473091034668,-2.1452690896533233,False
Ge,20000,2000.0,37.734179,0.0188670895,2.8,7.5,0.3733333333333333,44.7915880238732,44.095602068864,0.9844616816300807,0.9844616816300807,-1.5538318369919257,False
Ge,20000,2000.0,37.734179,0.0188670895,3.0,7.5,0.4,44.7915880238732,43.9577568518838,0.9813842016151563,0.9813842016151563,-1.861579838484373,False
Ge,20000,2000.0,37.734179,0.0188670895,3.2,7.5,0.4266666666666667,44.7915880238732,44.00595480471276,0.9824602508233976,0.9824602508233976,-1.7539749176602393,False
Ge,20000,2000.0,37.734179,0.0188670895,3.4,7.5,0.4533333333333333,44.7915880238732,43.433190731356014,0.9696729374320646,0.9696729374320646,-3.032706256793538,False
Ge,20000,2000.0,37.734179,0.0188670895,3.6,7.5,0.48000000000000004,44.7915880238732,42.80049392930489,0.9555475886787695,0.9555475886787695,-4.445241132123046,False
Ge,20000,2000.0,37.734179,0.0188670895,3.8,7.5,0.5066666666666666,44.7915880238732,42.807073338019336,0.9556944780614576,0.9556944780614576,-4.4305521938542425,False
Ge,20000,2000.0,37.734179,0.0188670895,4.0,7.5,0.5333333333333333,44.7915880238732,42.835878392686155,0.9563375687831231,0.9563375687831231,-4.366243121687685,False
Ge,20000,2000.0,37.734179,0.0188670895,4.2,7.5,0.56,44.7915880238732,42.6424016791392,0.9520180810828024,0.9520180810828024,-4.79819189171976,False
Ge,20000,2000.0,37.734179,0.0188670895,4.4,7.5,0.5866666666666667,44.7915880238732,42.550392815885374,0.949963926110561,0.949963926110561,-5.003607388943898,False
Ge,20000,2000.0,37.734179,0.0188670895,4.6,7.5,0.6133333333333333,44.7915880238732,42.09150078681894,0.9397188767762563,0.9397188767762563,-6.028112322374368,False
Ge,20000,2000.0,37.734179,0.0188670895,4.8,7.5,0.64,44.7915880238732,41.760914902013795,0.9323383417385401,0.9323383417385401,-6.766165826145986,False
Ge,20000,2000.0,37.734179,0.0188670895,5.0,7.5,0.6666666666666666,44.7915880238732,40.89366714070548,0.9129764972590346,0.9129764972590346,-8.702350274096538,False
Ge,20000,2000.0,37.734179,0.0188670895,5.2,7.5,0.6933333333333334,44.7915880238732,40.35654340142798,0.9009848764441792,0.9009848764441792,-9.901512355582076,False
Ge,20000,2000.0,37.734179,0.0188670895,5.4,7.5,0.7200000000000001,44.7915880238732,38.99141797253791,0.8705076040562818,0.8705076040562818,-12.94923959437182,False
Ge,20000,2000.0,37.734179,0.0188670895,5.6,7.5,0.7466666666666666,44.7915880238732,36.67354517605948,0.8187596554181794,0.8187596554181794,-18.12403445818206,False
Ge,20000,2000.0,37.734179,0.0188670895,5.8,7.5,0.7733333333333333,44.7915880238732,36.29507915242167,0.8103101665669226,0.8103101665669226,-18.968983343307745,False
Ge,20000,2000.0,37.734179,0.0188670895,6.0,7.5,0.8,44.7915880238732,36.56205865417259,0.8162706496292472,0.8162706496292472,-18.372935037075276,False
Ge,20000,2000.0,37.734179,0.0188670895,6.2,7.5,0.8266666666666667,44.7915880238732,37.415764926394445,0.8353301719611378,0.8353301719611378,-16.46698280388622,False
Ge,20000,2000.0,37.734179,0.0188670895,6.4,7.5,0.8533333333333334,44.7915880238732,39.25809516555794,0.8764613378885786,0.8764613378885786,-12.35386621114214,False
Ge,20000,2000.0,37.734179,0.0188670895,6.6,7.5,0.88,44.7915880238732,40.85419092544288,0.9120951662546156,0.9120951662546156,-8.790483374538438,False
Ge,20000,2000.0,37.734179,0.0188670895,6.8,7.5,0.9066666666666666,44.7915880238732,41.855758643102654,0.9344557871177552,0.9344557871177552,-6.554421288224477,False
Ge,20000,2000.0,37.734179,0.0188670895,7.0,7.5,0.9333333333333333,44.7915880238732,42.420390707890846,0.9470615483711239,0.9470615483711239,-5.293845162887612,False
Ge,20000,2000.0,37.734179,0.0188670895,7.2,7.5,0.9600000000000001,44.7915880238732,42.5451200816801,0.949846209047204,0.949846209047204,-5.015379095279604,False
Ge,20000,2000.0,37.734179,0.0188670895,7.4,7.5,0.9866666666666667,44.7915880238732,42.912770975925376,0.9580542434229739,0.9580542434229739,-4.1945756577026145,False
Ge,50000,5000.0,37.734179,0.007546835799999999,0.4,7.5,0.05333333333333334,49.98015975237194,47.22431613955337,0.9448612484139213,0.9448612484139213,-5.513875158607872,False
Ge,50000,5000.0,37.734179,0.007546835799999999,0.6,7.5,0.08,49.98015975237194,48.39909766051176,0.9683662057165564,0.9683662057165564,-3.1633794283443595,False
Ge,50000,5000.0,37.734179,0.007546835799999999,0.8,7.5,0.10666666666666667,49.98015975237194,48.5456451376282,0.9712983187358527,0.9712983187358527,-2.8701681264147294,False
Ge,50000,5000.0,37.734179,0.007546835799999999,1.0,7.5,0.13333333333333333,49.98015975237194,48.092989607731774,0.962241614392787,0.962241614392787,-3.7758385607213008,False
Ge,50000,5000.0,37.734179,0.007546835799999999,1.2,7.5,0.16,49.98015975237194,48.18612959876248,0.9641051536750176,0.9641051536750176,-3.589484632498241,False
Ge,50000,5000.0,37.734179,0.007546835799999999,1.4,7.5,0.18666666666666665,49.98015975237194,48.359499941282294,0.9675739369557991,0.9675739369557991,-3.2426063044200926,False
Ge,50000,5000.0,37.734179,0.007546835799999999,1.6,7.5,0.21333333333333335,49.98015975237194,48.21635605607227,0.9647099227965961,0.9647099227965961,-3.5290077203403936,False
Ge,50000,5000.0,37.734179,0.007546835799999999,1.8,7.5,0.24000000000000002,49.98015975237194,48.11533957856881,0.96268879125152,0.96268879125152,-3.731120874848004,False
Ge,50000,5000.0,37.734179,0.007546835799999999,2.0,7.5,0.26666666666666666,49.98015975237194,47.919921333832335,0.9587788748826112,0.9587788748826112,-4.122112511738885,False
Ge,50000,5000.0,37.734179,0.007546835799999999,2.2,7.5,0.29333333333333333,49.98015975237194,48.226126141215424,0.9649054020666016,0.9649054020666016,-3.509459793339842,False
Ge,50000,5000.0,37.734179,0.007546835799999999,2.4,7.5,0.32,49.98015975237194,48.88690694228565,0.9781262641915743,0.9781262641915743,-2.1873735808425665,False
Ge,50000,5000.0,37.734179,0.007546835799999999,2.6,7.5,0.3466666666666667,49.98015975237194,48.953094757893986,0.9794505459853154,0.9794505459853154,-2.0549454014684554,False
Ge,50000,5000.0,37.734179,0.007546835799999999,2.8,7.5,0.3733333333333333,49.98015975237194,49.43711477294748,0.989134789041992,0.989134789041992,-1.0865210958007965,False
Ge,50000,5000.0,37.734179,0.007546835799999999,3.0,7.5,0.4,49.98015975237194,49.43722879921216,0.9891370704725685,0.9891370704725685,-1.0862929527431509,False
Ge,50000,5000.0,37.734179,0.007546835799999999,3.2,7.5,0.4266666666666667,49.98015975237194,49.43317681870399,0.9890559986927214,0.9890559986927214,-1.0944001307278572,False
Ge,50000,5000.0,37.734179,0.007546835799999999,3.4,7.5,0.4533333333333333,49.98015975237194,48.510200377328744,0.9705891421250722,0.9705891421250722,-2.941085787492781,False
Ge,50000,5000.0,37.734179,0.007546835799999999,3.6,7.5,0.48000000000000004,49.98015975237194,47.5874929268185,0.9521276675103086,0.9521276675103086,-4.787233248969136,False
Ge,50000,5000.0,37.734179,0.007546835799999999,3.8,7.5,0.5066666666666666,49.98015975237194,47.600292808729726,0.9523837667699877,0.9523837667699877,-4.7616233230012295,False
Ge,50000,5000.0,37.734179,0.007546835799999999,4.0,7.5,0.5333333333333333,49.98015975237194,47.69272644220679,0.9542331732931968,0.9542331732931968,-4.576682670680321,False
Ge,50000,5000.0,37.734179,0.007546835799999999,4.2,7.5,0.56,49.98015975237194,47.593404255668965,0.9522459410188319,0.9522459410188319,-4.775405898116814,False
Ge,50000,5000.0,37.734179,0.007546835799999999,4.4,7.5,0.5866666666666667,49.98015975237194,47.35524533433427,0.9474808717890684,0.9474808717890684,-5.251912821093163,False
Ge,50000,5000.0,37.734179,0.007546835799999999,4.6,7.5,0.6133333333333333,49.98015975237194,46.98231114977999,0.9400192272804875,0.9400192272804875,-5.998077271951252,False
Ge,50000,5000.0,37.734179,0.007546835799999999,4.8,7.5,0.64,49.98015975237194,46.35544956647155,0.9274770188038791,0.9274770188038791,-7.252298119612089,False
Ge,50000,5000.0,37.734179,0.007546835799999999,5.0,7.5,0.6666666666666666,49.98015975237194,45.46222531388772,0.9096054422221048,0.9096054422221048,-9.039455777789518,False
Ge,50000,5000.0,37.734179,0.007546835799999999,5.2,7.5,0.6933333333333334,49.98015975237194,44.69871661828206,0.8943292066240498,0.8943292066240498,-10.56707933759502,False
Ge,50000,5000.0,37.734179,0.007546835799999999,5.4,7.5,0.7200000000000001,49.98015975237194,42.97042781319978,0.8597497092065718,0.8597497092065718,-14.025029079342822,False
Ge,50000,5000.0,37.734179,0.007546835799999999,5.6,7.5,0.7466666666666666,49.98015975237194,39.83243050035492,0.7969648496064394,0.7969648496064394,-20.303515039356057,False
Ge,50000,5000.0,37.734179,0.007546835799999999,5.8,7.5,0.7733333333333333,49.98015975237194,39.44598274146831,0.7892328263235754,0.7892328263235754,-21.076717367642463,False
Ge,50000,5000.0,37.734179,0.007546835799999999,6.0,7.5,0.8,49.98015975237194,39.85355719235235,0.7973875511764644,0.7973875511764644,-20.26124488235356,False
Ge,50000,5000.0,37.734179,0.007546835799999999,6.2,7.5,0.8266666666666667,49.98015975237194,40.7554094272364,0.8154317559039463,0.8154317559039463,-18.456824409605368,False
Ge,50000,5000.0,37.734179,0.007546835799999999,6.4,7.5,0.8533333333333334,49.98015975237194,42.575382441293115,0.8518456654047127,0.8518456654047127,-14.815433459528727,False
Ge,50000,5000.0,37.734179,0.007546835799999999,6.6,7.5,0.88,49.98015975237194,44.85094170544178,0.8973749169201737,0.8973749169201737,-10.262508307982632,False
Ge,50000,5000.0,37.734179,0.007546835799999999,6.8,7.5,0.9066666666666666,49.98015975237194,46.001356176648805,0.9203923397716969,0.9203923397716969,-7.960766022830312,False
Ge,50000,5000.0,37.734179,0.007546835799999999,7.0,7.5,0.9333333333333333,49.98015975237194,46.28994188572979,0.9261663451072298,0.9261663451072298,-7.383365489277017,False
Ge,50000,5000.0,37.734179,0.007546835799999999,7.2,7.5,0.9600000000000001,49.98015975237194,46.100435662524106,0.9223747161059502,0.9223747161059502,-7.762528389404977,False
Ge,50000,5000.0,37.734179,0.007546835799999999,7.4,7.5,0.9866666666666667,49.98015975237194,46.4623545589533,0.9296159673989098,0.9296159673989098,-7.038403260109016,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,0.4,7.5,0.05333333333333334,52.51168623481974,48.83341125372036,0.9299532114689477,0.9299532114689477,-7.004678853105228,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,0.6,7.5,0.08,52.51168623481974,50.40930502288928,0.959963555492598,0.959963555492598,-4.003644450740196,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,0.8,7.5,0.10666666666666667,52.51168623481974,50.74670972506716,0.9663888814794478,0.9663888814794478,-3.361111852055221,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,1.0,7.5,0.13333333333333333,52.51168623481974,50.44226532200449,0.9605912309964434,0.9605912309964434,-3.940876900355661,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,1.2,7.5,0.16,52.51168623481974,50.56303349958392,0.9628910653045513,0.9628910653045513,-3.7108934695448736,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,1.4,7.5,0.18666666666666665,52.51168623481974,50.82550838078283,0.9678894742306174,0.9678894742306174,-3.211052576938256,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,1.6,7.5,0.21333333333333335,52.51168623481974,50.62406245207949,0.9640532628432603,0.9640532628432603,-3.5946737156739683,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,1.8,7.5,0.24000000000000002,52.51168623481974,50.549595725738,0.9626351646696749,0.9626351646696749,-3.7364835330325086,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,2.0,7.5,0.26666666666666666,52.51168623481974,50.09747876419268,0.9540253295270066,0.9540253295270066,-4.597467047299341,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,2.2,7.5,0.29333333333333333,52.51168623481974,50.67033822989394,0.964934510069021,0.964934510069021,-3.506548993097902,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,2.4,7.5,0.32,52.51168623481974,51.55094558878751,0.9817042507121934,0.9817042507121934,-1.829574928780664,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,2.6,7.5,0.3466666666666667,52.51168623481974,51.594828421423,0.9825399281733828,0.9825399281733828,-1.746007182661724,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,2.8,7.5,0.3733333333333333,52.51168623481974,52.32580720806481,0.9964602350432297,0.9964602350432297,-0.35397649567703304,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,3.0,7.5,0.4,52.51168623481974,52.34132770886264,0.9967557978390696,0.9967557978390696,-0.3244202160930354,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,3.2,7.5,0.4266666666666667,52.51168623481974,51.95877680408431,0.9894707355565968,0.9894707355565968,-1.0529264443403186,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,3.4,7.5,0.4533333333333333,52.51168623481974,51.24376856548745,0.9758545619033739,0.9758545619033739,-2.414543809662606,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,3.6,7.5,0.48000000000000004,52.51168623481974,50.067710413838384,0.9534584395166348,0.9534584395166348,-4.654156048336522,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,3.8,7.5,0.5066666666666666,52.51168623481974,50.345335212119274,0.9587453540719858,0.9587453540719858,-4.1254645928014195,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,4.0,7.5,0.5333333333333333,52.51168623481974,50.26708285838261,0.9572551647570448,0.9572551647570448,-4.274483524295524,False
Ge,100000,10000.0,37.734179,0.0037734178999999997,4.2,7.5,0.56,52.51168623481974,50.22239833975007,0.9564042204847027,0.9564042204847027,-4.359577951529725,False
